Time	TH	ErrTH	H	Prob[Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--CellCycleArrest]	ErrProb[Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--EMT--Apoptosis]	ErrProb[Migration--Metastasis--Invasion--EMT--Apoptosis]	Prob[Migration--Invasion--CellCycleArrest]	ErrProb[Migration--Invasion--CellCycleArrest]	Prob[Migration]	ErrProb[Migration]	Prob[Migration--Invasion--EMT]	ErrProb[Migration--Invasion--EMT]	Prob[Metastasis--Invasion--CellCycleArrest]	ErrProb[Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--EMT]	ErrProb[Migration--Metastasis--Invasion--EMT]	Prob[Migration--Metastasis--CellCycleArrest]	ErrProb[Migration--Metastasis--CellCycleArrest]	Prob[CellCycleArrest]	ErrProb[CellCycleArrest]	Prob[Metastasis--Invasion--EMT--Apoptosis]	ErrProb[Metastasis--Invasion--EMT--Apoptosis]	Prob[Metastasis]	ErrProb[Metastasis]	Prob[<nil>]	ErrProb[<nil>]	Prob[Migration--Metastasis--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--CellCycleArrest]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[Invasion--Apoptosis--CellCycleArrest]	ErrProb[Invasion--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[Apoptosis--CellCycleArrest]	ErrProb[Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion]	ErrProb[Metastasis--Invasion]	Prob[Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--CellCycleArrest]	ErrProb[Migration--CellCycleArrest]	Prob[EMT--Apoptosis--CellCycleArrest]	ErrProb[EMT--Apoptosis--CellCycleArrest]	Prob[Invasion--EMT--Apoptosis]	ErrProb[Invasion--EMT--Apoptosis]	Prob[Migration--Metastasis--Invasion--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--EMT--CellCycleArrest]	Prob[EMT--CellCycleArrest]	ErrProb[EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Invasion--EMT--Apoptosis]	ErrProb[Migration--Invasion--EMT--Apoptosis]	Prob[Invasion--EMT]	ErrProb[Invasion--EMT]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Metastasis--EMT--CellCycleArrest]	ErrProb[Metastasis--EMT--CellCycleArrest]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--Invasion--EMT]	ErrProb[Metastasis--Invasion--EMT]	Prob[EMT]	ErrProb[EMT]	Prob[Invasion]	ErrProb[Invasion]	Prob[Invasion--CellCycleArrest]	ErrProb[Invasion--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Apoptosis]	Prob[Migration--Metastasis--Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Apoptosis--CellCycleArrest]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Migration--EMT--Apoptosis]	ErrProb[Migration--EMT--Apoptosis]	Prob[Migration--Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--EMT--CellCycleArrest]	ErrProb[Migration--Invasion--EMT--CellCycleArrest]	Prob[Invasion--EMT--CellCycleArrest]	ErrProb[Invasion--EMT--CellCycleArrest]	Prob[Migration--Invasion]	ErrProb[Migration--Invasion]	Prob[Metastasis--Invasion--EMT--CellCycleArrest]	ErrProb[Metastasis--Invasion--EMT--CellCycleArrest]	Prob[Migration--EMT--CellCycleArrest]	ErrProb[Migration--EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion]	ErrProb[Migration--Metastasis--Invasion]	Prob[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis]	ErrProb[Migration--Metastasis]	Prob[Apoptosis]	ErrProb[Apoptosis]	
4.6000	0.0642	0.0011	2.9993	0	0	0.000020	0.000020	0.000016	0.000016	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0.002346	0.000208	0	0	0.001628	0.000176	0.000060	0.000035	0.148096	0.001576	0	0	0.000035	0.000023	0.216143	0.001835	0.000720	0.000117	0.000104	0.000045	0.002501	0.000220	0.000104	0.000041	0.312258	0.002068	0.000041	0.000026	0.001066	0.000144	0	0	0.002567	0.000223	0.000574	0.000105	0.026151	0.000708	0.070915	0.001136	0.000020	0.000020	0.000020	0.000020	0.032628	0.000782	0.000961	0.000136	0.000395	0.000086	0.000288	0.000073	0.000144	0.000052	0.030233	0.000753	0.022164	0.000650	0.027053	0.000714	0	0	0.000040	0.000028	0	0	0.000497	0.000094	0	0	0	0	0.024971	0.000683	0.061608	0.001059	0	0	0.000147	0.000053	0.000375	0.000084	0.000050	0.000028	0	0	0.000014	0.000014	0.013007	0.000500	
4.7000	0.0619	0.0011	2.9941	0	0	0.000010	0.000010	0	0	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0.002474	0.000215	0	0	0.001703	0.000181	0.000060	0.000035	0.144349	0.001559	0	0	0.000040	0.000028	0.214711	0.001831	0.000665	0.000113	0.000122	0.000047	0.002371	0.000214	0.000155	0.000051	0.316318	0.002075	0.000050	0.000030	0.000999	0.000137	0	0	0.002496	0.000221	0.000466	0.000092	0.028207	0.000735	0.071874	0.001145	0.000020	0.000020	0.000020	0.000020	0.031623	0.000772	0.000850	0.000125	0.000471	0.000094	0.000231	0.000065	0.000152	0.000054	0.029571	0.000747	0.021469	0.000640	0.026472	0.000708	0	0	0.000040	0.000028	0	0	0.000486	0.000095	0	0	0	0	0.026625	0.000706	0.062152	0.001065	0.000015	0.000015	0.000115	0.000045	0.000399	0.000087	0.000040	0.000028	0	0	0	0	0.012140	0.000483	
4.8000	0.0595	0.0011	2.9865	0	0	0.000018	0.000018	0	0	0.000020	0.000020	0	0	0	0	0.000020	0.000020	0.002495	0.000214	0	0	0.001721	0.000180	0.000060	0.000035	0.140317	0.001540	0	0	0.000035	0.000023	0.213887	0.001828	0.000669	0.000113	0.000096	0.000041	0.002261	0.000209	0.000189	0.000060	0.320636	0.002082	0.000060	0.000031	0.000953	0.000136	0	0	0.002330	0.000211	0.000376	0.000083	0.030948	0.000768	0.072569	0.001150	0.000020	0.000020	0.000019	0.000018	0.030462	0.000758	0.000781	0.000122	0.000438	0.000089	0.000227	0.000066	0.000159	0.000054	0.028522	0.000734	0.020963	0.000631	0.026071	0.000702	0	0	0.000040	0.000028	0	0	0.000537	0.000102	0	0	0	0	0.027632	0.000719	0.062563	0.001069	0.000020	0.000020	0.000085	0.000040	0.000416	0.000089	0.000034	0.000023	0	0	0	0	0.011351	0.000468	
4.9000	0.0577	0.0011	2.9800	0	0	0.000031	0.000023	0	0	0.000023	0.000017	0	0	0	0	0.000020	0.000020	0.002470	0.000216	0.000009	0.000009	0.001661	0.000177	0.000034	0.000022	0.136263	0.001523	0	0	0.000040	0.000028	0.212878	0.001825	0.000754	0.000119	0.000097	0.000042	0.002151	0.000205	0.000182	0.000059	0.324634	0.002090	0.000060	0.000035	0.000890	0.000131	0	0	0.002111	0.000202	0.000389	0.000088	0.034107	0.000805	0.072995	0.001154	0.000031	0.000022	0.000020	0.000020	0.029703	0.000751	0.000735	0.000119	0.000424	0.000088	0.000242	0.000069	0.000143	0.000051	0.028138	0.000730	0.020183	0.000621	0.025366	0.000692	0	0	0.000040	0.000028	0	0	0.000486	0.000096	0	0	0.000012	0.000012	0.028532	0.000728	0.062868	0.001070	0.000020	0.000020	0.000088	0.000041	0.000349	0.000081	0.000040	0.000028	0	0	0	0	0.010782	0.000456	
5.0000	0.0566	0.0011	2.9715	0	0	0.000068	0.000036	0	0	0.000020	0.000020	0	0	0	0	0.000019	0.000019	0.002268	0.000206	0.000020	0.000020	0.001557	0.000172	0.000020	0.000020	0.132882	0.001507	0	0	0.000040	0.000028	0.212020	0.001823	0.000713	0.000117	0.000085	0.000040	0.002044	0.000199	0.000163	0.000054	0.328087	0.002096	0.000055	0.000032	0.000741	0.000118	0	0	0.002074	0.000200	0.000341	0.000081	0.037212	0.000839	0.073466	0.001157	0.000025	0.000021	0.000020	0.000020	0.029175	0.000745	0.000672	0.000115	0.000501	0.000098	0.000263	0.000071	0.000143	0.000053	0.027418	0.000721	0.019441	0.000609	0.024669	0.000685	0	0	0.000040	0.000028	0	0	0.000426	0.000090	0	0	0.000020	0.000020	0.029645	0.000744	0.062994	0.001074	0.000020	0.000020	0.000080	0.000040	0.000325	0.000077	0.000052	0.000031	0	0	0	0	0.010176	0.000444	
5.1000	0.0543	0.0010	2.9609	0	0	0.000080	0.000040	0	0	0.000020	0.000020	0	0	0.000012	0.000012	0	0	0.002229	0.000204	0.000020	0.000020	0.001543	0.000171	0.000020	0.000020	0.129169	0.001487	0	0	0.000040	0.000028	0.211873	0.001822	0.000798	0.000124	0.000116	0.000047	0.001937	0.000192	0.000115	0.000045	0.331867	0.002101	0.000044	0.000029	0.000658	0.000113	0	0	0.001852	0.000189	0.000313	0.000078	0.040673	0.000877	0.073325	0.001157	0.000020	0.000020	0.000020	0.000020	0.028553	0.000736	0.000708	0.000116	0.000464	0.000092	0.000226	0.000066	0.000118	0.000047	0.026556	0.000709	0.018602	0.000597	0.024132	0.000676	0	0	0.000040	0.000028	0	0	0.000436	0.000091	0	0	0.000020	0.000020	0.030261	0.000750	0.063255	0.001073	0.000020	0.000020	0.000086	0.000040	0.000304	0.000075	0.000056	0.000032	0	0	0	0	0.009416	0.000425	
5.2000	0.0521	0.0010	2.9517	0	0	0.000070	0.000036	0	0	0.000020	0.000020	0	0	0.000006	0.000005	0.000017	0.000017	0.002311	0.000209	0.000003	0.000003	0.001474	0.000168	0.000020	0.000020	0.125752	0.001472	0	0	0.000040	0.000028	0.211405	0.001821	0.000897	0.000131	0.000100	0.000042	0.001849	0.000189	0.000161	0.000053	0.335853	0.002108	0.000060	0.000035	0.000630	0.000112	0	0	0.001736	0.000183	0.000296	0.000074	0.043742	0.000909	0.072799	0.001154	0.000020	0.000020	0.000020	0.000020	0.028384	0.000734	0.000684	0.000114	0.000531	0.000101	0.000204	0.000060	0.000080	0.000038	0.025747	0.000698	0.017699	0.000581	0.023247	0.000663	0	0	0.000040	0.000028	0	0	0.000436	0.000091	0	0	0.000020	0.000020	0.031586	0.000767	0.062904	0.001072	0.000020	0.000020	0.000067	0.000034	0.000285	0.000069	0.000040	0.000028	0	0	0.000002	0.000002	0.008743	0.000412	
5.3000	0.0498	0.0010	2.9425	0	0	0.000068	0.000035	0	0	0.000032	0.000023	0	0	0.000005	0.000005	0.000035	0.000025	0.002512	0.000215	0	0	0.001415	0.000163	0.000020	0.000020	0.122332	0.001454	0	0	0.000040	0.000028	0.210735	0.001819	0.000940	0.000136	0.000067	0.000035	0.001692	0.000180	0.000166	0.000054	0.339445	0.002114	0.000060	0.000035	0.000668	0.000112	0.000001	0.000001	0.001577	0.000174	0.000229	0.000065	0.046869	0.000939	0.072936	0.001153	0.000020	0.000020	0.000020	0.000020	0.027856	0.000725	0.000731	0.000118	0.000561	0.000103	0.000217	0.000063	0.000066	0.000035	0.025067	0.000689	0.017033	0.000570	0.022579	0.000655	0	0	0.000040	0.000028	0	0	0.000420	0.000089	0	0	0.000020	0.000020	0.032352	0.000778	0.062822	0.001071	0.000005	0.000005	0.000031	0.000022	0.000237	0.000067	0.000040	0.000028	0	0	0.000020	0.000020	0.008019	0.000393	
5.4000	0.0480	0.0010	2.9348	0	0	0.000080	0.000040	0	0	0.000040	0.000028	0	0	0	0	0.000040	0.000028	0.002609	0.000219	0	0	0.001597	0.000173	0.000020	0.000020	0.119457	0.001440	0	0	0.000045	0.000027	0.209912	0.001816	0.000953	0.000136	0.000087	0.000040	0.001628	0.000177	0.000151	0.000052	0.342652	0.002119	0.000060	0.000035	0.000657	0.000114	0	0	0.001385	0.000163	0.000187	0.000060	0.050268	0.000971	0.072757	0.001155	0.000020	0.000020	0.000015	0.000015	0.026981	0.000716	0.000730	0.000118	0.000555	0.000104	0.000218	0.000064	0.000045	0.000029	0.024112	0.000678	0.016512	0.000561	0.022055	0.000647	0	0	0.000040	0.000028	0	0	0.000380	0.000086	0	0	0.000020	0.000020	0.032594	0.000778	0.063163	0.001074	0.000016	0.000016	0.000033	0.000022	0.000289	0.000074	0.000040	0.000028	0	0	0.000011	0.000011	0.007587	0.000383	
5.5000	0.0463	0.0010	2.9275	0	0	0.000045	0.000026	0	0	0.000044	0.000029	0	0	0	0	0.000016	0.000012	0.002534	0.000219	0.000013	0.000013	0.001720	0.000182	0.000020	0.000020	0.116609	0.001424	0	0	0.000040	0.000028	0.209330	0.001814	0.000922	0.000134	0.000090	0.000041	0.001537	0.000173	0.000106	0.000045	0.345557	0.002123	0.000059	0.000034	0.000657	0.000113	0	0	0.001285	0.000158	0.000205	0.000063	0.053303	0.000999	0.072495	0.001150	0.000003	0.000003	0	0	0.026084	0.000705	0.000677	0.000114	0.000627	0.000109	0.000205	0.000063	0.000057	0.000033	0.023580	0.000670	0.015698	0.000548	0.021395	0.000638	0	0	0.000068	0.000035	0	0	0.000362	0.000084	0	0	0.000020	0.000020	0.033846	0.000794	0.062889	0.001072	0.000020	0.000020	0.000099	0.000043	0.000289	0.000075	0.000040	0.000028	0	0	0.000024	0.000017	0.007429	0.000379	
5.6000	0.0453	0.0010	2.9188	0	0	0.000020	0.000020	0	0	0.000051	0.000030	0	0	0	0	0	0	0.002364	0.000210	0	0	0.001921	0.000190	0.000020	0.000020	0.113562	0.001409	0	0	0.000049	0.000030	0.208624	0.001813	0.001005	0.000140	0.000099	0.000044	0.001479	0.000170	0.000133	0.000051	0.348689	0.002128	0.000023	0.000020	0.000714	0.000119	0	0	0.001263	0.000156	0.000208	0.000063	0.056740	0.001028	0.072534	0.001152	0.000013	0.000013	0	0	0.025185	0.000693	0.000557	0.000103	0.000601	0.000108	0.000180	0.000060	0.000040	0.000025	0.022639	0.000657	0.015345	0.000543	0.020517	0.000625	0	0	0.000080	0.000040	0	0	0.000342	0.000080	0	0	0.000020	0.000020	0.034757	0.000803	0.062589	0.001068	0.000020	0.000020	0.000127	0.000048	0.000281	0.000072	0.000040	0.000028	0	0	0.000040	0.000028	0.007128	0.000372	
5.7000	0.0435	0.0009	2.9102	0.000008	0.000008	0.000008	0.000008	0	0	0.000040	0.000028	0	0	0	0	0	0	0.002182	0.000202	0	0	0.002006	0.000197	0.000020	0.000020	0.110540	0.001392	0	0	0.000060	0.000035	0.207983	0.001811	0.001027	0.000141	0.000067	0.000034	0.001344	0.000161	0.000135	0.000049	0.351426	0.002132	0.000031	0.000023	0.000738	0.000119	0.000015	0.000015	0.001241	0.000155	0.000237	0.000067	0.060301	0.001059	0.072090	0.001149	0.000036	0.000026	0	0	0.024110	0.000678	0.000504	0.000098	0.000592	0.000106	0.000181	0.000060	0.000029	0.000021	0.022072	0.000649	0.015136	0.000539	0.019956	0.000616	0	0	0.000080	0.000040	0	0	0.000298	0.000077	0	0	0.000012	0.000012	0.035725	0.000815	0.062492	0.001068	0.000020	0.000020	0.000107	0.000044	0.000241	0.000067	0.000031	0.000021	0	0	0.000035	0.000025	0.006846	0.000363	
5.8000	0.0421	0.0009	2.9012	0.000020	0.000020	0.000024	0.000017	0	0	0.000040	0.000028	0	0	0	0	0	0	0.002108	0.000199	0	0	0.001924	0.000193	0.000020	0.000020	0.107688	0.001377	0	0	0.000060	0.000035	0.207452	0.001809	0.001066	0.000142	0.000083	0.000039	0.001264	0.000156	0.000155	0.000054	0.354189	0.002136	0.000020	0.000020	0.000678	0.000113	0.000020	0.000020	0.001238	0.000154	0.000234	0.000067	0.063949	0.001088	0.071820	0.001147	0.000040	0.000028	0.000005	0.000005	0.022934	0.000661	0.000459	0.000094	0.000663	0.000112	0.000172	0.000058	0.000060	0.000035	0.021594	0.000641	0.014917	0.000535	0.019275	0.000606	0	0	0.000080	0.000040	0	0	0.000256	0.000070	0	0	0	0	0.036553	0.000823	0.062065	0.001065	0.000020	0.000020	0.000115	0.000047	0.000239	0.000065	0.000040	0.000028	0	0	0.000020	0.000020	0.006441	0.000353	
5.9000	0.0402	0.0009	2.8917	0.000020	0.000020	0.000044	0.000029	0	0	0.000040	0.000028	0	0	0	0	0.000016	0.000016	0.002101	0.000199	0	0	0.001858	0.000189	0.000020	0.000020	0.104110	0.001355	0	0	0.000060	0.000035	0.207325	0.001809	0.001024	0.000141	0.000105	0.000044	0.001184	0.000151	0.000132	0.000050	0.356952	0.002139	0.000034	0.000024	0.000603	0.000105	0.000020	0.000020	0.001237	0.000154	0.000200	0.000062	0.067681	0.001118	0.071808	0.001147	0.000040	0.000028	0.000016	0.000016	0.021732	0.000645	0.000393	0.000087	0.000750	0.000120	0.000160	0.000057	0.000067	0.000035	0.021295	0.000638	0.014359	0.000526	0.019278	0.000607	0	0	0.000080	0.000040	0	0	0.000256	0.000070	0	0	0	0	0.037366	0.000833	0.061087	0.001057	0.000004	0.000004	0.000082	0.000040	0.000264	0.000069	0.000039	0.000028	0	0	0.000020	0.000020	0.006138	0.000345	
6.0000	0.0386	0.0009	2.8807	0.000020	0.000020	0.000068	0.000035	0	0	0.000028	0.000021	0	0	0	0	0.000020	0.000020	0.002001	0.000194	0.000006	0.000006	0.001721	0.000182	0.000015	0.000015	0.101201	0.001339	0	0	0.000057	0.000031	0.206999	0.001808	0.001032	0.000140	0.000086	0.000037	0.001110	0.000148	0.000144	0.000052	0.359721	0.002143	0.000060	0.000035	0.000466	0.000094	0.000020	0.000020	0.001208	0.000153	0.000233	0.000066	0.071616	0.001147	0.070943	0.001141	0.000034	0.000024	0.000013	0.000013	0.021083	0.000636	0.000306	0.000076	0.000754	0.000121	0.000203	0.000060	0.000057	0.000033	0.021058	0.000635	0.013854	0.000517	0.019060	0.000602	0	0	0.000080	0.000040	0	0	0.000261	0.000071	0	0	0	0	0.037840	0.000837	0.060330	0.001051	0	0	0.000075	0.000036	0.000243	0.000064	0.000020	0.000020	0	0	0.000020	0.000020	0.005936	0.000339	
6.1000	0.0376	0.0009	2.8700	0.000020	0.000020	0.000060	0.000035	0	0	0.000040	0.000028	0	0	0.000006	0.000006	0.000020	0.000020	0.002022	0.000194	0.000020	0.000020	0.001609	0.000176	0.000010	0.000010	0.098285	0.001321	0	0	0.000060	0.000035	0.206405	0.001806	0.001086	0.000145	0.000106	0.000041	0.001015	0.000141	0.000155	0.000053	0.362726	0.002147	0.000060	0.000035	0.000420	0.000091	0.000020	0.000014	0.001197	0.000154	0.000220	0.000066	0.075640	0.001176	0.070736	0.001139	0.000015	0.000015	0.000020	0.000020	0.020321	0.000624	0.000257	0.000070	0.000721	0.000118	0.000221	0.000064	0.000040	0.000028	0.020500	0.000625	0.013550	0.000511	0.018415	0.000592	0	0	0.000080	0.000040	0	0	0.000260	0.000071	0	0	0	0	0.038351	0.000842	0.059189	0.001041	0	0	0.000095	0.000043	0.000255	0.000068	0.000034	0.000023	0	0	0.000029	0.000022	0.005708	0.000331	
6.2000	0.0364	0.0009	2.8567	0.000020	0.000020	0.000060	0.000035	0	0	0.000040	0.000028	0	0	0.000020	0.000020	0.000007	0.000007	0.001993	0.000193	0.000020	0.000020	0.001613	0.000176	0.000040	0.000028	0.095308	0.001304	0	0	0.000060	0.000035	0.206154	0.001806	0.001027	0.000141	0.000059	0.000031	0.000934	0.000135	0.000179	0.000059	0.365589	0.002151	0.000054	0.000032	0.000386	0.000086	0	0	0.001178	0.000151	0.000191	0.000059	0.079496	0.001204	0.070678	0.001139	0	0	0.000011	0.000011	0.019652	0.000613	0.000283	0.000074	0.000797	0.000123	0.000169	0.000056	0.000040	0.000028	0.019744	0.000614	0.012989	0.000500	0.017686	0.000582	0	0	0.000080	0.000040	0	0	0.000258	0.000070	0	0	0	0	0.038730	0.000847	0.058581	0.001036	0	0	0.000083	0.000040	0.000252	0.000066	0.000060	0.000035	0	0	0.000053	0.000031	0.005426	0.000325	
6.3000	0.0356	0.0008	2.8459	0.000020	0.000020	0.000043	0.000028	0	0	0.000040	0.000028	0	0	0.000001	0.000001	0	0	0.001975	0.000194	0.000020	0.000020	0.001703	0.000182	0.000040	0.000028	0.092234	0.001285	0	0	0.000067	0.000035	0.205684	0.001804	0.001036	0.000141	0.000040	0.000028	0.000861	0.000130	0.000176	0.000056	0.368135	0.002154	0.000040	0.000028	0.000364	0.000084	0	0	0.001115	0.000147	0.000175	0.000058	0.083266	0.001230	0.070826	0.001140	0.000000	0.000000	0.000017	0.000017	0.018811	0.000600	0.000338	0.000079	0.000711	0.000114	0.000159	0.000055	0.000040	0.000028	0.019487	0.000611	0.012663	0.000492	0.017225	0.000575	0	0	0.000080	0.000040	0	0	0.000273	0.000072	0	0	0	0	0.039191	0.000852	0.057478	0.001028	0	0	0.000083	0.000038	0.000255	0.000069	0.000060	0.000035	0	0	0.000060	0.000035	0.005208	0.000319	
6.4000	0.0344	0.0008	2.8335	0.000015	0.000015	0.000040	0.000028	0	0	0.000040	0.000028	0.000018	0.000018	0	0	0	0	0.001884	0.000190	0.000020	0.000020	0.001757	0.000185	0.000040	0.000028	0.088879	0.001264	0	0	0.000080	0.000040	0.205628	0.001804	0.000981	0.000138	0.000065	0.000034	0.000776	0.000122	0.000140	0.000053	0.370782	0.002157	0.000040	0.000028	0.000345	0.000082	0	0	0.001066	0.000143	0.000177	0.000057	0.087115	0.001256	0.070611	0.001139	0.000020	0.000020	0.000002	0.000002	0.018145	0.000589	0.000352	0.000081	0.000725	0.000119	0.000135	0.000051	0.000034	0.000025	0.019165	0.000607	0.012310	0.000486	0.016792	0.000566	0	0	0.000071	0.000036	0	0	0.000264	0.000071	0	0	0	0	0.039261	0.000854	0.056829	0.001022	0	0	0.000091	0.000041	0.000252	0.000070	0.000040	0.000028	0	0	0.000060	0.000035	0.004954	0.000309	
6.5000	0.0328	0.0008	2.8206	0	0	0.000051	0.000030	0	0	0.000048	0.000029	0.000020	0.000020	0	0	0	0	0.001844	0.000187	0.000022	0.000020	0.001757	0.000184	0.000032	0.000023	0.085845	0.001244	0	0	0.000063	0.000035	0.205807	0.001804	0.000995	0.000138	0.000058	0.000030	0.000749	0.000120	0.000175	0.000057	0.373241	0.002160	0.000040	0.000028	0.000326	0.000079	0	0	0.001056	0.000142	0.000189	0.000060	0.090961	0.001280	0.069930	0.001134	0.000010	0.000010	0	0	0.017255	0.000574	0.000348	0.000081	0.000760	0.000121	0.000099	0.000042	0.000006	0.000004	0.018601	0.000597	0.011982	0.000478	0.016569	0.000563	0	0	0.000060	0.000035	0	0	0.000251	0.000070	0	0	0	0	0.039545	0.000857	0.056159	0.001017	0	0	0.000082	0.000037	0.000250	0.000070	0.000040	0.000028	0	0	0.000060	0.000035	0.004715	0.000303	
6.6000	0.0317	0.0008	2.8047	0	0	0.000060	0.000035	0	0	0.000053	0.000031	0.000020	0.000020	0	0	0	0	0.001648	0.000176	0.000020	0.000020	0.001743	0.000184	0.000020	0.000020	0.082905	0.001225	0	0	0.000093	0.000040	0.206237	0.001806	0.000978	0.000137	0.000045	0.000027	0.000686	0.000114	0.000136	0.000050	0.375629	0.002163	0.000022	0.000020	0.000348	0.000083	0	0	0.001005	0.000139	0.000190	0.000061	0.095417	0.001309	0.069307	0.001130	0	0	0	0	0.016488	0.000562	0.000335	0.000079	0.000823	0.000125	0.000060	0.000035	0.000020	0.000020	0.017936	0.000587	0.011560	0.000471	0.016232	0.000556	0	0	0.000049	0.000030	0	0	0.000236	0.000068	0	0	0	0	0.039253	0.000853	0.055483	0.001010	0.000006	0.000006	0.000090	0.000041	0.000262	0.000069	0.000030	0.000022	0	0	0.000032	0.000022	0.004541	0.000297	
6.7000	0.0311	0.0008	2.7917	0	0	0.000060	0.000035	0	0	0.000048	0.000029	0.000020	0.000020	0	0	0	0	0.001687	0.000178	0.000020	0.000020	0.001701	0.000181	0.000012	0.000012	0.080058	0.001204	0	0	0.000066	0.000035	0.206112	0.001805	0.000955	0.000136	0.000040	0.000028	0.000681	0.000114	0.000112	0.000046	0.377948	0.002166	0.000020	0.000020	0.000357	0.000083	0	0	0.000969	0.000137	0.000191	0.000061	0.099414	0.001333	0.069060	0.001128	0	0	0	0	0.016035	0.000556	0.000344	0.000081	0.000859	0.000128	0.000038	0.000023	0.000020	0.000020	0.017382	0.000577	0.011226	0.000464	0.015760	0.000550	0	0	0.000040	0.000028	0	0	0.000249	0.000069	0	0	0	0	0.039297	0.000854	0.054532	0.001004	0.000020	0.000020	0.000088	0.000040	0.000267	0.000070	0.000020	0.000020	0	0	0.000034	0.000024	0.004259	0.000288	
6.8000	0.0305	0.0008	2.7760	0	0	0.000048	0.000028	0	0	0.000060	0.000035	0.000013	0.000013	0	0	0	0	0.001602	0.000174	0.000020	0.000020	0.001624	0.000176	0	0	0.077149	0.001185	0.000007	0.000007	0.000074	0.000037	0.206237	0.001806	0.000843	0.000126	0.000011	0.000008	0.000651	0.000113	0.000069	0.000035	0.380327	0.002169	0.000020	0.000020	0.000396	0.000087	0	0	0.000933	0.000134	0.000172	0.000057	0.103774	0.001358	0.068771	0.001126	0.000018	0.000018	0.000016	0.000016	0.015806	0.000552	0.000310	0.000077	0.000956	0.000135	0.000058	0.000033	0.000020	0.000020	0.016833	0.000570	0.010862	0.000457	0.015279	0.000540	0	0	0.000054	0.000031	0	0	0.000218	0.000065	0	0	0	0	0.039099	0.000852	0.053311	0.000992	0.000000	0.000000	0.000046	0.000027	0.000253	0.000068	0.000020	0.000020	0	0	0.000040	0.000028	0.004002	0.000278	
6.9000	0.0297	0.0008	2.7587	0	0	0.000040	0.000028	0	0	0.000060	0.000035	0	0	0	0	0	0	0.001456	0.000166	0.000020	0.000020	0.001589	0.000175	0	0	0.074298	0.001164	0.000020	0.000020	0.000080	0.000040	0.206494	0.001807	0.000793	0.000123	0.000027	0.000021	0.000594	0.000108	0.000042	0.000028	0.382716	0.002171	0.000020	0.000020	0.000420	0.000092	0	0	0.000859	0.000130	0.000152	0.000054	0.108153	0.001384	0.068667	0.001125	0.000020	0.000020	0.000020	0.000020	0.015485	0.000545	0.000309	0.000078	0.000968	0.000136	0.000089	0.000038	0.000020	0.000020	0.016219	0.000557	0.010391	0.000446	0.014540	0.000527	0	0	0.000060	0.000035	0	0	0.000200	0.000062	0	0	0	0	0.038540	0.000846	0.052576	0.000986	0	0	0.000050	0.000029	0.000252	0.000070	0.000020	0.000020	0	0	0.000040	0.000028	0.003701	0.000267	
